"","year","agency_code","agency_level","designation_Type","name","county","street_addr","street_addr2","city","state","zip","phone","url","super_name","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","esea","stem","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","AAVC","AGNR","ARCH","BMA","CD","EDUC","FINA","HLTH","HOSP","HUMA","INFO","LAW","MANU","MRKT","STEM","TRAN"
"12",2019,"010390","SCH","P","Southern Alamance Middle","Alamance","771 Southern High Road",NA,"Graham","NC",27253,"336-570-6500","http://sam.abss.k12.nc.us",NA,"M","010LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,708,417,58.9,NA,"N","N","Y","Y",0.143,0.6,0.4,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"13",2019,"010394","SCH","P","Turrentine Middle","Alamance","1710 Edgewood Avenue",NA,"Burlington","NC",27215,"336-570-6150","http://tum.abss.k12.nc.us/",NA,"M","010LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,936,408,43.59,NA,"N","N","Y","Y",0.143,0.6,0.4,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"14",2019,"010396","SCH","P","Walter M Williams High","Alamance","1307 S Church Street",NA,"Burlington","NC",27215,"336-570-6161","http://wwh.abss.k12.nc.us/",NA,"H","010LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1187,936,78.85,NA,"N","N","N","N",0.143,0.6,0.4,0,0.857,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"15",2019,"010400","SCH","P","Western Alamance High","Alamance","1731 N NC 87",NA,"Elon","NC",27244,"336-538-6020","http://wah.abss.k12.nc.us/",NA,"H","010LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1114,778,69.84,NA,"N","N","N","N",0.143,0.6,0.4,0,0.857,TRUE,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"16",2019,"010403","SCH","P","Western Alamance Middle","Alamance","2100 Eldon Drive",NA,"Elon","NC",27244,"336-538-6010","http://wam.abss.k12.nc.us/",NA,"M","010LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,840,413,49.17,NA,"N","N","Y","Y",0.143,0.6,0.4,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"17",2019,"010406","SCH","P","Woodlawn Middle","Alamance","3970 Mebane Rogers Road",NA,"Mebane","NC",27302,"919-563-3222","http://wom.abss.k12.nc.us/",NA,"M","010LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,592,378,63.85,NA,"N","N","Y","Y",0.143,0.6,0.4,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"18",2019,"010LEA","LEA","P","Alamance-Burlington Schools","Alamance","1712 Vaughn Road",NA,"Burlington","NC",27217,"336-570-6060","www.abss.k12.nc.us","Dr William Benson",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019,"01B000","SCH","C","River Mill Academy","Alamance","235 Cheeks Lane",NA,"Graham","NC",27253,"336-229-0909","http://www.rivermill-academy.org","Mr Jeffrey Dishmon","A","CH","KG:12","Regular School","Traditional","N","010LEA",NA,NA,NA,389,29,7.46,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2019,"01C000","SCH","C","Clover Garden","Alamance","2454 Altamahaw Union Ridge Roa",NA,"Burlington","NC",27217,"336-586-9440","http://www.cgsnc.org","Mrs Heather Vereyken","A","CH","KG:12","Regular School","Traditional","Y","010LEA",NA,NA,NA,338,49,14.5,NA,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2019,"01D000","SCH","C","The Hawbridge School","Alamance","1735 Saxapahaw Bethlehem Churc",NA,"Saxapahaw","NC",27340,"336-376-1122","http://www.thehawbridgeschool.org","Ms Mya Ciccotti","A","CH","4:12","Regular School","Traditional","N","010LEA",NA,NA,NA,270,4,1.48,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2019,"020302","SCH","P","Alexander Central High","Alexander","223 School Drive",NA,"Taylorsville","NC",28681,"828-632-7063","http://www.alexander.k12.nc.us/alexandercentral",NA,"H","020LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1165,908,77.94,NA,"N","N","N","N",0,0.455,0.545,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"23",2019,"020303","SCH","P","Alexander Early College","Alexander","230 Industrial Blvd",NA,"Taylorsville","NC",28681,"828-632-8221","http://www.alexander.k12.nc.us/aec",NA,"H","020LEA","9:11","Regular School","Modified","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0,0.455,0.545,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2019,"020306","SCH","P","East Alexander Middle","Alexander","1285 White Plains Road",NA,"Hiddenite","NC",28636,"828-632-7565","http://www.alexander.k12.nc.us/eastalexander",NA,"M","020LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,610,492,80.66,NA,"N","N","Y","Y",0,0.455,0.545,0,1,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"25",2019,"020330","SCH","P","West Alexander Middle","Alexander","85 Bulldog Lane",NA,"Taylorsville","NC",28681,"828-495-4611","http://www.alexander.k12.nc.us/westalexander",NA,"M","020LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,572,461,80.59,NA,"N","N","N","Y",0,0.455,0.545,0,1,TRUE,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0
"26",2019,"020LEA","LEA","P","Alexander County Schools","Alexander","700 Liledoun Road",NA,"Taylorsville","NC",28681,"828-632-7001","www.alexander.k12.nc.us","Dr Jennifer Hefner",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2019,"030304","SCH","P","Alleghany High","Alleghany","404 Trojan Avenue",NA,"Sparta","NC",28675,"336-372-4554","http://www.alleghany.k12.nc.us/ahs",NA,"H","030LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,417,380,91.13,NA,"N","N","N","N",0,0,1,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"28",2019,"030308","SCH","P","Glade Creek Elementary","Alleghany","32 Glade Creek Sch Road",NA,"Ennice","NC",28623,"336-657-3388","http://www.alleghany.k12.nc.us/gcs",NA,"I","030LEA","PK:08","Regular School","Traditional","Y",NA,NA,NA,NA,68,68,100,NA,"N","N","Y","Y",0,0,1,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"29",2019,"030316","SCH","P","Piney Creek Elementary","Alleghany","559 Piney Creek Sch Road",NA,"Piney Creek","NC",28663,"336-359-2988","http://www.alleghany.k12.nc.us/pcs",NA,"I","030LEA","PK:08","Regular School","Traditional","Y",NA,NA,NA,NA,62,62,100,NA,"N","N","N","N",0,0,1,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"30",2019,"030320","SCH","P","Sparta Elementary","Alleghany","450 N Main Street",NA,"Sparta","NC",28675,"336-372-8546","http://www.alleghany.k12.nc.us./ses",NA,"I","030LEA","PK:08","Regular School","Traditional","Y",NA,NA,NA,NA,185,161,87.03,NA,"N","N","Y","Y",0,0,1,0,1,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"31",2019,"030LEA","LEA","P","Alleghany County Schools","Alleghany","85 Peachtree Street",NA,"Sparta","NC",28675,"336-372-4345","www.alleghany.k12.nc.us","Chad Beasley",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2019,"040304","SCH","P","Anson Co. Early College High","Anson","177 Ledbetter Street",NA,"Polkton","NC",28135,"704-272-5396","http://www.ansonschools.org",NA,"H","040LEA","9:13","Regular School","Traditional","N",NA,NA,NA,NA,230,82,35.65,NA,"N","N","N","N",0.4,0.5,0.5,0.1,0.5,FALSE,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
"33",2019,"040305","SCH","P","Anson Academy","Anson","118 N. Ashe Street",NA,"Wadesboro","NC",28170,"704-694-7447","http://www.ansonschools.org",NA,"T","040LEA","7:12","Alternative School","Traditional","N",NA,NA,NA,NA,42,9,21.43,NA,"N","Y","N","N",0.4,0.5,0.5,0.1,0.5,FALSE,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"34",2019,"040306","SCH","P","Anson High School","Anson","96 Anson High School Road",NA,"Wadesboro","NC",28170,"704-694-9301","http://ahs.ansonschools.org/home.aspx",NA,"H","040LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,712,638,89.61,NA,"N","N","Y","Y",0.4,0.5,0.5,0.1,0.5,FALSE,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"35",2019,"040309","SCH","P","Anson Middle","Anson","832 US Hwy 52 N",NA,"Wadesboro","NC",28170,"704-694-3945","http://ams.ansonschools.org/home.aspx",NA,"M","040LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,684,669,97.81,NA,"N","N","Y","Y",0.4,0.5,0.5,0.1,0.5,FALSE,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
"36",2019,"040LEA","LEA","P","Anson County Schools","Anson","320 Camden Road",NA,"Wadesboro","NC",28170,"704-694-4417","www.ansonschools.org","Mr Michael Freeman",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2019,"050302","SCH","P","Ashe County High","Ashe","184 Campus Drive",NA,"West Jefferson","NC",28694,"336-846-2400","http://www.ashe.k12.nc.us/achs/web/home/index.htm",NA,"H","050LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,862,603,69.95,NA,"N","N","N","Y",0,0.667,0.333,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"38",2019,"050303","SCH","P","Ashe County Early College High","Ashe","363 Campus Dr",NA,"West Jefferson","NC",28694,"336-846-1881",NA,NA,"H","050LEA","9:10","Regular School","Traditional","N",NA,NA,NA,NA,60,60,100,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"39",2019,"050305","SCH","P","Ashe County Middle","Ashe","255 Northwest Lane",NA,"Warrensville","NC",28693,"336-384-3591","http://ashemiddle.ashe.k12.nc.us/",NA,"M","050LEA","7:08","Regular School","Traditional","N",NA,NA,NA,NA,479,362,75.57,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"40",2019,"050310","SCH","P","Blue Ridge Elementary","Ashe","5778 NC Hwy 88 W",NA,"Warrensville","NC",28693,"336-384-4500","http://www.ashe.k12.nc.us/bres2/web/home.htm",NA,"E","050LEA","KG:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y",0,0.667,0.333,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2019,"050330","SCH","P","Mountain View Elementary","Ashe","2789 Hwy 221 N",NA,"Jefferson","NC",28640,"336-982-4200","http://www.ashe.k12.nc.us/mves/web/home.htm",NA,"E","050LEA","PK:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2019,"050335","SCH","P","Westwood Elementary","Ashe","4083 US Hwy 221S",NA,"West Jefferson","NC",28694,"336-877-2921",NA,NA,"E","050LEA","KG:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2019,"050LEA","LEA","P","Ashe County Schools","Ashe","320 South Street",NA,"Jefferson","NC",28640,"336-246-7175","www.ashe.k12.nc.us/","Phyllis Yates",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2019,"060302","SCH","P","Avery County High","Avery","401 Avery County High School R",NA,"Newland","NC",28657,"828-733-0151","http://www.averyschools.net/schools/ahs.aspx",NA,"H","060LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,429,336,78.32,NA,"N","N","N","N",0,0.286,0.714,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"45",2019,"060310","SCH","P","Cranberry Middle","Avery","6230 North US Highway 19E",NA,"Elk Park","NC",28622,"828-733-2932","http://www.averyschools.net/schools/cms.aspx",NA,"M","060LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,191,144,75.39,NA,"N","N","N","Y",0,0.286,0.714,0,1,TRUE,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"46",2019,"060318","SCH","P","Avery Middle","Avery","102 Old Montezuma Road",NA,"Newland","NC",28657,"828-733-0145","http://www.averyschools.net/schools/ams.aspx",NA,"M","060LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,269,222,82.53,NA,"N","N","N","Y",0,0.286,0.714,0,1,TRUE,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"47",2019,"060334","SCH","P","Blue Ridge Academy","Avery","76 Old Montezuma Rd",NA,"Newland","NC",28657,"828-737-6011",NA,NA,"T","060LEA","6:12","Alternative School","Traditional","N",NA,NA,NA,NA,27,12,44.44,NA,"N","N","N","N",0,0.286,0.714,0,1,TRUE,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"48",2019,"060700","SCH","P","Avery High STEM Academy","Avery","401 Avery County High School R",NA,"Newland","NC",28657,"828-733-0151","http://www.averyschools.net/schools/ams.aspx",NA,"H","060LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,86,63,73.26,NA,"N","N","N","N",0,0.286,0.714,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2019,"060701","SCH","P","Avery High Viking Academy","Avery","401 Avery County High School R",NA,"Newland","NC",28657,"828-733-0151",NA,NA,"H","060LEA","9","Regular School","Traditional","N",NA,NA,NA,NA,51,38,74.51,NA,"N","N","N","N",0,0.286,0.714,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2019,"060LEA","LEA","P","Avery County Schools","Avery","775 Cranberry Street",NA,"Newland","NC",28657,"828-733-6006","www.averyschools.net","Dr Bryan Taylor",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2019,"06A000","SCH","C","Grandfather Academy","Avery","64 Grandfather Home Drive",NA,"Banner Elk","NC",28604,"828-897-4500","64 Grandfather Home Dr","Mr Matthew Gaunt","A","CH","1:12","Regular School","Traditional","Y","060LEA",NA,NA,NA,38,1,2.63,NA,"Y","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2019,"06B000","SCH","C","Marjorie Williams Academy","Avery","129 Allen Circle",NA,"Crossnore","NC",28616,"828-733-5241","http://www.williamsacademy.org/","Dr Cyndi Austin","A","CH","KG:12","Regular School","Traditional","Y","060LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2019,"070308","SCH","P","Bath Elementary","Beaufort","110 S King Street",NA,"Bath","NC",27808,"252-923-3251","http://beaufort.bath.schoolfusion.us/",NA,"I","070LEA","KG:08","Regular School","Traditional","Y",NA,NA,NA,NA,197,186,94.42,NA,"N","N","Y","Y",0.143,0.5,0.5,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"54",2019,"070310","SCH","P","B C Ed Tech Center","Beaufort","5700 NC Highway 33 East",NA,"Washington","NC",27817,"252-946-5382","http://beaufort.etc.schoolfusion.us/",NA,"T","070LEA","6:12","Alternative School","Traditional","N",NA,NA,NA,NA,101,33,32.67,NA,"N","N","N","N",0.143,0.5,0.5,0,0.857,TRUE,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"55",2019,"070311","SCH","P","Beaufort Co Early College High","Beaufort","5337 Hwy 264 East","B","Washington","NC",27889,"252-940-6227","https://www.beaufort.k12.nc.us/schools/early-college-high-school",NA,"H","070LEA","9:13","Regular School","Traditional","N",NA,NA,NA,NA,266,70,26.32,NA,"N","N","N","N",0.143,0.5,0.5,0,0.857,TRUE,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"56",2019,"070325","SCH","P","Chocowinity Middle","Beaufort","3831 US HWY 17 S",NA,"Chocowinity","NC",27817,"252-946-6191","http://beaufort.cms.schoolfusion.us/",NA,"M","070LEA","5:08","Regular School","Traditional","Y",NA,NA,NA,NA,332,264,79.52,NA,"N","N","Y","Y",0.143,0.5,0.5,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"57",2019,"070329","SCH","P","Northeast Elementary","Beaufort","21000 US Hwy 264 East",NA,"Pinetown","NC",27865,"252-943-6545","http://beaufort.nes.schoolfusion.us/",NA,"I","070LEA","P2:08","Regular School","Traditional","Y",NA,NA,NA,NA,159,156,98.11,NA,"N","N","Y","Y",0.143,0.5,0.5,0,0.857,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"58",2019,"070330","SCH","P","Northside High","Beaufort","7868 Free Union Church Road",NA,"Pinetown","NC",27865,"252-943-6341","http://beaufort.nhs.schoolfusion.us/",NA,"H","070LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,402,320,79.6,NA,"N","N","Y","Y",0.143,0.5,0.5,0,0.857,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"59",2019,"070338","SCH","P","P S Jones Middle","Beaufort","4105 N Market Street Ext",NA,"Washington","NC",27889,"252-946-0874","http://beaufort.psj.schoolfusion.us/",NA,"M","070LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,784,678,86.48,NA,"N","N","Y","Y",0.143,0.5,0.5,0,0.857,TRUE,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"60",2019,"070339","SCH","P","Southside High","Beaufort","5700 Hwy 33 East",NA,"Chocowinity","NC",27817,"252-940-1881","http://beaufort.shs.schoolfusion.us/",NA,"H","070LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,415,332,80,NA,"N","N","N","N",0.143,0.5,0.5,0,0.857,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"61",2019,"070340","SCH","P","S W Snowden Elementary","Beaufort","693 North 7th Street",NA,"Aurora","NC",27806,"252-322-5351","http://beaufort.sws.schoolfusion.us/",NA,"I","070LEA","PK:08","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.143,0.5,0.5,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2019,"070342","SCH","P","Washington High","Beaufort","400 Slatestone Road",NA,"Washington","NC",27889,"252-946-0858","http://beaufort.whs.schoolfusion.us/",NA,"H","070LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,893,639,71.56,NA,"N","N","N","N",0.143,0.5,0.5,0,0.857,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"63",2019,"070LEA","LEA","P","Beaufort County Schools","Beaufort","321 Smaw Road",NA,"Washington","NC",27889,"252-946-6593","www.beaufort.k12.nc.us/","Mr Matthew Cheeseman",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2019,"07A000","SCH","C","Washington Montessori","Beaufort","2330 Old Bath Hwy",NA,"Washington","NC",27889,"252-946-1977","http://wmpcs.org","Mr Austin Smigel","A","CH","KG:12","Regular School","Traditional","N","070LEA",NA,NA,NA,180,1,0.56,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2019,"080311","SCH","P","Bertie Early College High","Bertie","819 Governors Road",NA,"Windsor","NC",27983,"252-794-2150","http://www.bec.bertie.k12.nc.us",NA,"H","080LEA","9:13","Regular School","Traditional","Y",NA,NA,NA,NA,170,88,51.76,NA,"N","N","N","N",0.714,0.857,0.143,0,0.286,FALSE,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
"66",2019,"080312","SCH","P","Bertie High","Bertie","716 US Hwy 13 North",NA,"Windsor","NC",27983,"252-794-3034","http://www.bhs.bertie.k12.nc.us",NA,"H","080LEA","9:12","Regular School","Traditional","Y",NA,NA,NA,NA,510,400,78.43,NA,"N","N","Y","Y",0.714,0.857,0.143,0,0.286,FALSE,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"67",2019,"080314","SCH","P","Bertie Middle","Bertie","652 US Hwy 13 North",NA,"Windsor","NC",27983,"252-794-2143","http://www.bms.bertie.k12.nc.us",NA,"M","080LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,479,413,86.22,NA,"N","N","Y","Y",0.714,0.857,0.143,0,0.286,FALSE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
